season,week,method,contestant,judge_total,estimated_votes_total,ballroom_partner,celebrity_industry,celebrity_homecountry/region,celebrity_age_during_season,vote_share,judge_share,normal
27,9,percent,Alexis Ren,28.5,503842,Alan Bersten,Social Media Personality,United States,21,0.062980266,0.246753247,0.75
28,2,rank,Kate Flannery,21,671468,Pasha Pashkov,Actor/Actress,United States,55,0.083933563,0.095890411,0.454545455
28,2,rank,James Van Der Beek,20,675173,Emma Slater,Actor/Actress,United States,42,0.084396688,0.091324201,0.636363636
28,2,rank,Kel Mitchell,20,670646,Witney Carson,Actor/Actress,United States,41,0.083830813,0.091324201,0.909090909
28,2,rank,Ray Lewis,15,813975,Cheryl Burke,Athlete,United States,44,0.101746951,0.068493151,0.090909091
28,2,rank,Lamar Odom,12,878739,Peta Murgatroyd,Athlete,United States,39,0.109842457,0.054794521,0.181818182
28,2,rank,Sailor Brinkley-Cook,18,703133,Valentin Chmerkovskiy,Model,United States,21,0.087891691,0.082191781,0.272727273
28,2,rank,Sean Spicer,16,736047,Lindsay Arnold,Politician,United States,48,0.092005944,0.073059361,0.545454545
28,2,rank,Mary Wilson,15,148861,Brandon Armstrong,Singer/Rapper,United States,75,0.018607639,0.068493151,0
28,2,rank,Lauren Alaina,19,680139,Gleb Savchenko,Singer/Rapper,United States,24,0.085017439,0.086757991,0.727272727
28,2,rank,Ally Brooke,20,672552,Sasha Farber,Singer/Rapper,United States,26,0.084069063,0.091324201,0.818181818
28,2,rank,Karamo Brown,19,675317,Jenna Johnson,TV Personality,United States,38,0.084414688,0.086757991,0.363636364
28,2,rank,Hannah Brown,24,673944,Alan Bersten,TV Personality,United States,24,0.084243063,0.109589041,1
28,4,rank,Kate Flannery,26,916027,Pasha Pashkov,Actor/Actress,United States,55,0.114503447,0.092198582,0.454545455
28,4,rank,James Van Der Beek,28,840155,Emma Slater,Actor/Actress,United States,42,0.105019441,0.09929078,0.636363636
28,4,rank,Kel Mitchell,32,828310,Witney Carson,Actor/Actress,United States,41,0.103538815,0.113475177,0.909090909
28,4,rank,Lamar Odom,20,288054,Peta Murgatroyd,Athlete,United States,39,0.036006773,0.070921986,0.181818182
28,4,rank,Sailor Brinkley-Cook,31,824711,Valentin Chmerkovskiy,Model,United States,21,0.103088939,0.109929078,0.272727273
28,4,rank,Sean Spicer,21,986014,Lindsay Arnold,Politician,United States,48,0.123251827,0.074468085,0.545454545
28,4,rank,Lauren Alaina,32,823066,Gleb Savchenko,Singer/Rapper,United States,24,0.102883314,0.113475177,0.727272727
28,4,rank,Ally Brooke,32,830866,Sasha Farber,Singer/Rapper,United States,26,0.103858315,0.113475177,0.818181818
28,4,rank,Karamo Brown,28,839547,Jenna Johnson,TV Personality,United States,38,0.104943441,0.09929078,0.363636364
28,4,rank,Hannah Brown,32,823245,Alan Bersten,TV Personality,United States,24,0.102905689,0.113475177,1
28,6,rank,Kate Flannery,27,94879,Pasha Pashkov,Actor/Actress,United States,55,0.010542118,0.118421053,0.454545455
28,6,rank,James Van Der Beek,27,144798,Emma Slater,Actor/Actress,United States,42,0.016088677,0.118421053,0.636363636
28,6,rank,Kel Mitchell,26,238838,Witney Carson,Actor/Actress,United States,41,0.026537573,0.114035088,0.909090909
28,6,rank,Sailor Brinkley-Cook,27,19336,Valentin Chmerkovskiy,Model,United States,21,0.002148446,0.118421053,0.272727273
28,6,rank,Sean Spicer,21,3769096,Lindsay Arnold,Politician,United States,48,0.418788724,0.092105263,0.545454545
28,6,rank,Lauren Alaina,26,276715,Gleb Savchenko,Singer/Rapper,United States,24,0.030746132,0.114035088,0.727272727
28,6,rank,Ally Brooke,25,1306427,Sasha Farber,Singer/Rapper,United States,26,0.145158652,0.109649123,0.818181818
28,6,rank,Karamo Brown,25,1365858,Jenna Johnson,TV Personality,United States,38,0.151762101,0.109649123,0.363636364
28,6,rank,Hannah Brown,24,1784047,Alan Bersten,TV Personality,United States,24,0.198227577,0.105263158,1
28,7,rank,Kate Flannery,24,1375341,Pasha Pashkov,Actor/Actress,United States,55,0.152815735,0.118811881,0.454545455
28,7,rank,James Van Der Beek,27,1119879,Emma Slater,Actor/Actress,United States,42,0.124431055,0.133663366,0.636363636
28,7,rank,Kel Mitchell,25.5,1208791,Witney Carson,Actor/Actress,United States,41,0.134310171,0.126237624,0.909090909
28,7,rank,Sean Spicer,21,1609717,Lindsay Arnold,Politician,United States,48,0.178857524,0.103960396,0.545454545
28,7,rank,Lauren Alaina,27,1130221,Gleb Savchenko,Singer/Rapper,United States,24,0.125580167,0.133663366,0.727272727
28,7,rank,Ally Brooke,27,1127288,Sasha Farber,Singer/Rapper,United States,26,0.125254278,0.133663366,0.818181818
28,7,rank,Karamo Brown,24.5,287759,Jenna Johnson,TV Personality,United States,38,0.031973236,0.121287129,0.363636364
28,7,rank,Hannah Brown,26,1141000,Alan Bersten,TV Personality,United States,24,0.126777834,0.128712871,1
28,8,rank,Kate Flannery,25.9998,338260,Pasha Pashkov,Actor/Actress,United States,55,0.037584461,0.134714548,0.454545455
28,8,rank,James Van Der Beek,31.9998,1278270,Emma Slater,Actor/Actress,United States,42,0.142030063,0.16580276,0.636363636
28,8,rank,Kel Mitchell,29.9998,1353022,Witney Carson,Actor/Actress,United States,41,0.150335845,0.155440023,0.909090909
28,8,rank,Sean Spicer,20,1880031,Lindsay Arnold,Politician,United States,48,0.208892426,0.103627373,0.545454545
28,8,rank,Lauren Alaina,24,1577103,Gleb Savchenko,Singer/Rapper,United States,24,0.175233745,0.124352847,0.727272727
28,8,rank,Ally Brooke,30,1290799,Sasha Farber,Singer/Rapper,United States,26,0.143422175,0.155441059,0.818181818
28,8,rank,Hannah Brown,30.9998,1282511,Alan Bersten,TV Personality,United States,24,0.142501286,0.160621391,1
28,9,rank,James Van Der Beek,36,1584388,Emma Slater,Actor/Actress,United States,42,0.17604317,0.172661871,0.636363636
28,9,rank,Kel Mitchell,37,1570079,Witney Carson,Actor/Actress,United States,41,0.17445328,0.177458034,0.909090909
28,9,rank,Sean Spicer,25,734343,Lindsay Arnold,Politician,United States,48,0.081593694,0.119904077,0.545454545
28,9,rank,Lauren Alaina,35,1874185,Gleb Savchenko,Singer/Rapper,United States,24,0.208242847,0.167865707,0.727272727
28,9,rank,Ally Brooke,40,1569857,Sasha Farber,Singer/Rapper,United States,26,0.174428614,0.191846523,0.818181818
28,9,rank,Hannah Brown,35.5,1667145,Alan Bersten,TV Personality,United States,24,0.185238395,0.170263789,1
28,10,rank,James Van Der Beek,25.5,1767493,Emma Slater,Actor/Actress,United States,42,0.126249527,0.185454545,0.636363636
28,10,rank,Kel Mitchell,28.5,2954434,Witney Carson,Actor/Actress,United States,41,0.211031045,0.207272727,0.909090909
28,10,rank,Lauren Alaina,27,3171059,Gleb Savchenko,Singer/Rapper,United States,24,0.226504263,0.196363636,0.727272727
28,10,rank,Ally Brooke,29.5,2930001,Sasha Farber,Singer/Rapper,United States,26,0.209285831,0.214545455,0.818181818
28,10,rank,Hannah Brown,27,3177010,Alan Bersten,TV Personality,United States,24,0.226929334,0.196363636,1
28,11,rank,Kel Mitchell,29.5,2925530,Witney Carson,Actor/Actress,United States,41,0.208966458,0.252136752,0.909090909
28,11,rank,Lauren Alaina,28.5,3486745,Gleb Savchenko,Singer/Rapper,United States,24,0.24905325,0.243589744,0.727272727
28,11,rank,Ally Brooke,30,1172324,Sasha Farber,Singer/Rapper,United States,26,0.083737441,0.256410256,0.818181818
28,11,rank,Hannah Brown,29,6415399,Alan Bersten,TV Personality,United States,24,0.458242851,0.247863248,1
29,2,rank,Anne Heche,18,541610,Keo Motsepe,Actor/Actress,United States,51,0.067701292,0.065934066,0.142857143
29,2,rank,Jesse Metcalfe,20,540602,Sharna Burgess,Actor/Actress,United States,41,0.067575292,0.073260073,0.214285714
29,2,rank,Chrishell Stause,18,543173,Gleb Savchenko,Actor/Actress,United States,39,0.067896667,0.065934066,0.5
29,2,rank,Skai Jackson,15,677730,Alan Bersten,Actor/Actress,United States,18,0.084716303,0.054945055,0.714285714
29,2,rank,Justina Machado,21,541103,Sasha Farber,Actor/Actress,United States,48,0.067637917,0.076923077,0.785714286
29,2,rank,Charles Oakley,15,149894,Emma Slater,Athlete,United States,56,0.018736762,0.054945055,0
29,2,rank,Veron Davis,18,545655,Peta Murgatroyd,Athlete,United States,36,0.068206918,0.065934066,0.285714286
29,2,rank,Johnny Weir,18,544734,Britt Stewart,Athlete,United States,36,0.068091793,0.065934066,0.642857143
29,2,rank,Nev Schulman,21,541090,Jenna Johnson,Producer,United States,35,0.067636292,0.076923077,0.928571429
29,2,rank,AJ McLean,19,534767,Cheryl Burke,Singer/Rapper,United States,42,0.066845917,0.06959707,0.571428571
29,2,rank,Nelly,18,541793,Daniella Karagach,Singer/Rapper,United States,45,0.067724167,0.065934066,0.857142857
29,2,rank,Kaitlyn Bristowe,22,541207,Artem Chigvintsev,TV Personality,Canada,35,0.067650917,0.080586081,1
29,2,rank,Carole Baskin,16,603935,Pasha Pashkov,TV Personality,United States,59,0.075491922,0.058608059,0.071428571
29,2,rank,Monica Aldama,16,606393,Valentin Chmerkovskiy,TV Personality,United States,48,0.075799172,0.058608059,0.357142857
29,2,rank,Jeannie Mai,18,546309,Brandon Armstrong,TV Personality,United States,41,0.068288668,0.065934066,0.428571429
29,3,rank,Anne Heche,15,686842,Keo Motsepe,Actor/Actress,United States,51,0.085855325,0.053380783,0.142857143
29,3,rank,Jesse Metcalfe,20,594838,Sharna Burgess,Actor/Actress,United States,41,0.074354815,0.071174377,0.214285714
29,3,rank,Chrishell Stause,22,585867,Gleb Savchenko,Actor/Actress,United States,39,0.073233439,0.078291815,0.5
29,3,rank,Skai Jackson,18,623552,Alan Bersten,Actor/Actress,United States,18,0.077944068,0.06405694,0.714285714
29,3,rank,Justina Machado,19,604715,Sasha Farber,Actor/Actress,United States,48,0.075589441,0.067615658,0.785714286
29,3,rank,Veron Davis,22,581847,Peta Murgatroyd,Athlete,United States,36,0.072730939,0.078291815,0.285714286
29,3,rank,Johnny Weir,24,586661,Britt Stewart,Athlete,United States,36,0.073332689,0.085409253,0.642857143
29,3,rank,Nev Schulman,24,587450,Jenna Johnson,Producer,United States,35,0.073431314,0.085409253,0.928571429
29,3,rank,AJ McLean,21,588424,Cheryl Burke,Singer/Rapper,United States,42,0.073553064,0.074733096,0.571428571
29,3,rank,Nelly,18,623017,Daniella Karagach,Singer/Rapper,United States,45,0.077877193,0.06405694,0.857142857
29,3,rank,Kaitlyn Bristowe,23,596540,Artem Chigvintsev,TV Personality,Canada,35,0.074567565,0.081850534,1
29,3,rank,Carole Baskin,12,165930,Pasha Pashkov,TV Personality,United States,59,0.020741268,0.042704626,0.071428571
29,3,rank,Monica Aldama,21,588061,Valentin Chmerkovskiy,TV Personality,United States,48,0.073507689,0.074733096,0.357142857
29,3,rank,Jeannie Mai,22,586249,Brandon Armstrong,TV Personality,United States,41,0.073281189,0.078291815,0.428571429
29,4,rank,Anne Heche,21,124397,Keo Motsepe,Actor/Actress,United States,51,0.015549639,0.069767442,0.142857143
29,4,rank,Jesse Metcalfe,21,740994,Sharna Burgess,Actor/Actress,United States,41,0.092624331,0.069767442,0.214285714
29,4,rank,Chrishell Stause,22,654274,Gleb Savchenko,Actor/Actress,United States,39,0.081784322,0.073089701,0.5
29,4,rank,Skai Jackson,28,628080,Alan Bersten,Actor/Actress,United States,18,0.078510069,0.093023256,0.714285714
29,4,rank,Justina Machado,24,625846,Sasha Farber,Actor/Actress,United States,48,0.078230818,0.079734219,0.785714286
29,4,rank,Veron Davis,22,648001,Peta Murgatroyd,Athlete,United States,36,0.081000196,0.073089701,0.285714286
29,4,rank,Johnny Weir,24,616715,Britt Stewart,Athlete,United States,36,0.077089442,0.079734219,0.642857143
29,4,rank,Nev Schulman,24,618558,Jenna Johnson,Producer,United States,35,0.077319818,0.079734219,0.928571429
29,4,rank,AJ McLean,24,619759,Cheryl Burke,Singer/Rapper,United States,42,0.077469943,0.079734219,0.571428571
29,4,rank,Nelly,21,742607,Daniella Karagach,Singer/Rapper,United States,45,0.092825956,0.069767442,0.857142857
29,4,rank,Kaitlyn Bristowe,25,624151,Artem Chigvintsev,TV Personality,Canada,35,0.078018943,0.083056478,1
29,4,rank,Monica Aldama,24,620869,Valentin Chmerkovskiy,TV Personality,United States,48,0.077608693,0.079734219,0.357142857
29,4,rank,Jeannie Mai,21,735742,Brandon Armstrong,TV Personality,United States,41,0.09196783,0.069767442,0.428571429
29,5,rank,Jesse Metcalfe,19,237713,Sharna Burgess,Actor/Actress,United States,41,0.02641257,0.066202091,0.214285714
29,5,rank,Chrishell Stause,19,990901,Gleb Savchenko,Actor/Actress,United States,39,0.110100172,0.066202091,0.5
29,5,rank,Skai Jackson,24,771529,Alan Bersten,Actor/Actress,United States,18,0.085725492,0.083623693,0.714285714
29,5,rank,Justina Machado,24,764931,Sasha Farber,Actor/Actress,United States,48,0.084992381,0.083623693,0.785714286
29,5,rank,Veron Davis,21,904747,Peta Murgatroyd,Athlete,United States,36,0.1005275,0.073170732,0.285714286
29,5,rank,Johnny Weir,29,760083,Britt Stewart,Athlete,United States,36,0.084453714,0.101045296,0.642857143
29,5,rank,Nev Schulman,26,762730,Jenna Johnson,Producer,United States,35,0.084747825,0.090592334,0.928571429
29,5,rank,AJ McLean,24,762196,Cheryl Burke,Singer/Rapper,United States,42,0.084688491,0.083623693,0.571428571
29,5,rank,Nelly,24,763239,Daniella Karagach,Singer/Rapper,United States,45,0.08480438,0.083623693,0.857142857
29,5,rank,Kaitlyn Bristowe,27,756426,Artem Chigvintsev,TV Personality,Canada,35,0.08404738,0.094076655,1
29,5,rank,Monica Aldama,26,757985,Valentin Chmerkovskiy,TV Personality,United States,48,0.084220602,0.090592334,0.357142857
29,5,rank,Jeannie Mai,24,767515,Brandon Armstrong,TV Personality,United States,41,0.085279492,0.083623693,0.428571429
29,6,rank,Chrishell Stause,24,863592,Gleb Savchenko,Actor/Actress,United States,39,0.095954731,0.089552239,0.5
29,6,rank,Skai Jackson,18,1047398,Alan Bersten,Actor/Actress,United States,18,0.116377633,0.067164179,0.714285714
29,6,rank,Justina Machado,27,838210,Sasha Farber,Actor/Actress,United States,48,0.093134507,0.100746269,0.785714286
29,6,rank,Veron Davis,21,228464,Peta Murgatroyd,Athlete,United States,36,0.025384906,0.078358209,0.285714286
29,6,rank,Johnny Weir,22,959574,Britt Stewart,Athlete,United States,36,0.106619404,0.082089552,0.642857143
29,6,rank,Nev Schulman,26,843176,Jenna Johnson,Producer,United States,35,0.093686285,0.097014925,0.928571429
29,6,rank,AJ McLean,27,841479,Cheryl Burke,Singer/Rapper,United States,42,0.093497729,0.100746269,0.571428571
29,6,rank,Nelly,24,866565,Daniella Karagach,Singer/Rapper,United States,45,0.096285064,0.089552239,0.857142857
29,6,rank,Kaitlyn Bristowe,27,833357,Artem Chigvintsev,TV Personality,Canada,35,0.092595284,0.100746269,1
29,6,rank,Monica Aldama,27,836135,Valentin Chmerkovskiy,TV Personality,United States,48,0.092903951,0.100746269,0.357142857
29,6,rank,Jeannie Mai,25,842044,Brandon Armstrong,TV Personality,United States,41,0.093560507,0.093283582,0.428571429
29,7,rank,Chrishell Stause,26,930761,Gleb Savchenko,Actor/Actress,United States,39,0.103417935,0.1,0.5
29,7,rank,Skai Jackson,27,924640,Alan Bersten,Actor/Actress,United States,18,0.102737823,0.103846154,0.714285714
29,7,rank,Justina Machado,26,932985,Sasha Farber,Actor/Actress,United States,48,0.103665046,0.1,0.785714286
29,7,rank,Johnny Weir,27,924777,Britt Stewart,Athlete,United States,36,0.102753046,0.103846154,0.642857143
29,7,rank,Nev Schulman,30,917813,Jenna Johnson,Producer,United States,35,0.101979268,0.115384615,0.928571429
29,7,rank,AJ McLean,26,936326,Cheryl Burke,Singer/Rapper,United States,42,0.104036268,0.1,0.571428571
29,7,rank,Nelly,27,923686,Daniella Karagach,Singer/Rapper,United States,45,0.102631823,0.103846154,0.857142857
29,7,rank,Kaitlyn Bristowe,24,1123758,Artem Chigvintsev,TV Personality,Canada,35,0.124862055,0.092307692,1
29,7,rank,Monica Aldama,22,344903,Valentin Chmerkovskiy,TV Personality,United States,48,0.038322573,0.084615385,0.357142857
29,7,rank,Jeannie Mai,25,1040347,Brandon Armstrong,TV Personality,United States,41,0.115594162,0.096153846,0.428571429
29,8,rank,Chrishell Stause,27,228942,Gleb Savchenko,Actor/Actress,United States,39,0.025438014,0.121621841,0.5
29,8,rank,Skai Jackson,26.9998,1484853,Alan Bersten,Actor/Actress,United States,18,0.164983758,0.12162094,0.714285714
29,8,rank,Justina Machado,28.9998,1060303,Sasha Farber,Actor/Actress,United States,48,0.11781151,0.130629965,0.785714286
29,8,rank,Johnny Weir,30,1072489,Britt Stewart,Athlete,United States,36,0.119165511,0.135135379,0.642857143
29,8,rank,Nev Schulman,30,1075802,Jenna Johnson,Producer,United States,35,0.119533622,0.135135379,0.928571429
29,8,rank,AJ McLean,27,1236761,Cheryl Burke,Singer/Rapper,United States,42,0.137417965,0.121621841,0.571428571
29,8,rank,Nelly,24,1741004,Daniella Karagach,Singer/Rapper,United States,45,0.193444996,0.108108303,0.857142857
29,8,rank,Kaitlyn Bristowe,28,1099841,Artem Chigvintsev,TV Personality,Canada,35,0.122204623,0.126126353,1
29,9,rank,Skai Jackson,28.9998,1324444,Alan Bersten,Actor/Actress,United States,18,0.14716051,0.150258654,0.714285714
29,9,rank,Justina Machado,25.9998,1500559,Sasha Farber,Actor/Actress,United States,48,0.166728852,0.134714548,0.785714286
29,9,rank,Johnny Weir,30,1307532,Britt Stewart,Athlete,United States,36,0.145281398,0.155441059,0.642857143
29,9,rank,Nev Schulman,28.9998,1333441,Jenna Johnson,Producer,United States,35,0.148160177,0.150258654,0.928571429
29,9,rank,AJ McLean,24.9998,460319,Cheryl Burke,Singer/Rapper,United States,42,0.051146578,0.129533179,0.571428571
29,9,rank,Nelly,24,1750346,Daniella Karagach,Singer/Rapper,United States,45,0.194482975,0.124352847,0.857142857
29,9,rank,Kaitlyn Bristowe,30,1323355,Artem Chigvintsev,TV Personality,Canada,35,0.14703951,0.155441059,1
29,10,rank,Skai Jackson,28.5,501816,Alan Bersten,Actor/Actress,United States,18,0.05575734,0.163793103,0.714285714
29,10,rank,Justina Machado,29,1723339,Sasha Farber,Actor/Actress,United States,48,0.191482132,0.166666667,0.785714286
29,10,rank,Johnny Weir,28.5,523713,Britt Stewart,Athlete,United States,36,0.05819034,0.163793103,0.642857143
29,10,rank,Nev Schulman,30,1503770,Jenna Johnson,Producer,United States,35,0.167085574,0.172413793,0.928571429
29,10,rank,Nelly,28,3259896,Daniella Karagach,Singer/Rapper,United States,45,0.362210707,0.16091954,0.857142857
29,10,rank,Kaitlyn Bristowe,30,1487465,Artem Chigvintsev,TV Personality,Canada,35,0.165273907,0.172413793,1
29,11,rank,Justina Machado,30,884740,Sasha Farber,Actor/Actress,United States,48,0.063195723,0.253164557,0.785714286
29,11,rank,Nev Schulman,30,2031106,Jenna Johnson,Producer,United States,35,0.145079021,0.253164557,0.928571429
29,11,rank,Nelly,28.5,7272216,Daniella Karagach,Singer/Rapper,United States,45,0.519444074,0.240506329,0.857142857
29,11,rank,Kaitlyn Bristowe,30,3811936,Artem Chigvintsev,TV Personality,Canada,35,0.272281182,0.253164557,1
30,2,rank,Martin Kove,15,153280,Britt Stewart,Actor/Actress,United States,75,0.019160017,0.038961039,0
30,2,rank,Brian Austin Green,23,607669,Sharna Burgess,Actor/Actress,United States,48,0.075958691,0.05974026,0.142857143
30,2,rank,Melora Hardin,27,543544,Artem Chigvintsev,Actor/Actress,United States,54,0.067943059,0.07012987,0.642857143
30,2,rank,Matt James,22,642418,Lindsay Arnold,Athlete,United States,29,0.08030232,0.057142857,0.214285714
30,2,rank,"Mike ""The Miz"" Mizanin",26,546953,Witney Carson,Athlete,United States,40,0.068369185,0.067532468,0.428571429
30,2,rank,Suni Lee,28,546838,Sasha Farber,Athlete,United States,18,0.06835481,0.072727273,0.714285714
30,2,rank,Iman Shumpert,25,549078,Daniella Karagach,Athlete,United States,31,0.06863481,0.064935065,1
30,2,rank,Cody Rigsby,24,560591,Cheryl Burke,Fitness Instructor,United States,34,0.070073936,0.062337662,0.857142857
30,2,rank,Melanie C,30,548271,Gleb Savchenko,Singer/Rapper,England,47,0.068533935,0.077922078,0.285714286
30,2,rank,Jimmie Allen,27,544195,Emma Slater,Singer/Rapper,United States,36,0.068024435,0.07012987,0.571428571
30,2,rank,Olivia Jade,27,545176,Valentin Chmerkovskiy,Social Media Personality,United States,21,0.06814706,0.07012987,0.5
30,2,rank,JoJo Siwa,31,545813,Jenna Johnson,Social Media Personality,United States,18,0.068226685,0.080519481,0.928571429
30,2,rank,Christine Chiu,24,558931,Pasha Pashkov,TV Personality,Taiwan China,38,0.069866436,0.062337662,0.071428571
30,2,rank,Kenya Moore,24,557707,Brandon Armstrong,TV Personality,United States,50,0.069713436,0.062337662,0.357142857
30,2,rank,Amanda Kloots,32,549529,Alan Bersten,TV Personality,United States,39,0.068691185,0.083116883,0.785714286
30,3,rank,Brian Austin Green,19,829709,Sharna Burgess,Actor/Actress,United States,48,0.103713703,0.063758389,0.142857143
30,3,rank,Melora Hardin,23,481058,Artem Chigvintsev,Actor/Actress,United States,54,0.060132295,0.077181208,0.642857143
30,3,rank,Matt James,20,654277,Lindsay Arnold,Athlete,United States,29,0.081784686,0.067114094,0.214285714
30,3,rank,"Mike ""The Miz"" Mizanin",22,510110,Witney Carson,Athlete,United States,40,0.063763798,0.073825503,0.428571429
30,3,rank,Suni Lee,21,526229,Sasha Farber,Athlete,United States,18,0.065778674,0.070469799,0.714285714
30,3,rank,Iman Shumpert,19,828641,Daniella Karagach,Athlete,United States,31,0.103580203,0.063758389,1
30,3,rank,Cody Rigsby,18,979072,Cheryl Burke,Fitness Instructor,United States,34,0.122384092,0.060402685,0.857142857
30,3,rank,Melanie C,22,494205,Gleb Savchenko,Singer/Rapper,England,47,0.061775671,0.073825503,0.285714286
30,3,rank,Jimmie Allen,20,679300,Emma Slater,Singer/Rapper,United States,36,0.084912564,0.067114094,0.571428571
30,3,rank,Olivia Jade,24,478293,Valentin Chmerkovskiy,Social Media Personality,United States,21,0.05978667,0.080536913,0.5
30,3,rank,JoJo Siwa,24,489416,Jenna Johnson,Social Media Personality,United States,18,0.061177046,0.080536913,0.928571429
30,3,rank,Christine Chiu,21,58990,Pasha Pashkov,TV Personality,Taiwan China,38,0.007373756,0.070469799,0.071428571
30,3,rank,Kenya Moore,21,502288,Brandon Armstrong,TV Personality,United States,50,0.062786047,0.070469799,0.357142857
30,3,rank,Amanda Kloots,24,488406,Alan Bersten,TV Personality,United States,39,0.061050796,0.080536913,0.785714286
30,4,rank,Brian Austin Green,26,217417,Sharna Burgess,Actor/Actress,United States,48,0.027177125,0.06235012,0.142857143
30,4,rank,Melora Hardin,36.5,639086,Artem Chigvintsev,Actor/Actress,United States,54,0.07988575,0.087529976,0.642857143
30,4,rank,Matt James,28.5,175361,Lindsay Arnold,Athlete,United States,29,0.021920125,0.068345324,0.214285714
30,4,rank,"Mike ""The Miz"" Mizanin",32.5,671507,Witney Carson,Athlete,United States,40,0.083938375,0.07793765,0.428571429
30,4,rank,Suni Lee,34,641407,Sasha Farber,Athlete,United States,18,0.080175875,0.081534772,0.714285714
30,4,rank,Iman Shumpert,31.5,743718,Daniella Karagach,Athlete,United States,31,0.09296475,0.075539568,1
30,4,rank,Cody Rigsby,29,858439,Cheryl Burke,Fitness Instructor,United States,34,0.107304875,0.069544365,0.857142857
30,4,rank,Melanie C,33,648222,Gleb Savchenko,Singer/Rapper,England,47,0.08102775,0.079136691,0.285714286
30,4,rank,Jimmie Allen,32.5,677430,Emma Slater,Singer/Rapper,United States,36,0.08467875,0.07793765,0.571428571
30,4,rank,Olivia Jade,35,639145,Valentin Chmerkovskiy,Social Media Personality,United States,21,0.079893125,0.083932854,0.5
30,4,rank,JoJo Siwa,35,636600,Jenna Johnson,Social Media Personality,United States,18,0.079575,0.083932854,0.928571429
30,4,rank,Kenya Moore,29.5,805745,Brandon Armstrong,TV Personality,United States,50,0.100718125,0.070743405,0.357142857
30,4,rank,Amanda Kloots,34,645923,Alan Bersten,TV Personality,United States,39,0.080740375,0.081534772,0.785714286
30,5,rank,Melora Hardin,36,578539,Artem Chigvintsev,Actor/Actress,United States,54,0.064282147,0.093506494,0.642857143
30,5,rank,"Mike ""The Miz"" Mizanin",32,1333967,Witney Carson,Athlete,United States,40,0.148218638,0.083116883,0.428571429
30,5,rank,Suni Lee,36,558211,Sasha Farber,Athlete,United States,18,0.062023479,0.093506494,0.714285714
30,5,rank,Iman Shumpert,28,1855350,Daniella Karagach,Athlete,United States,31,0.206150115,0.072727273,1
30,5,rank,Cody Rigsby,32,1443284,Cheryl Burke,Fitness Instructor,United States,34,0.160364978,0.083116883,0.857142857
30,5,rank,Melanie C,36,72725,Gleb Savchenko,Singer/Rapper,England,47,0.00808056,0.093506494,0.285714286
30,5,rank,Jimmie Allen,34,1071556,Emma Slater,Singer/Rapper,United States,36,0.119061844,0.088311688,0.571428571
30,5,rank,Olivia Jade,36,621763,Valentin Chmerkovskiy,Social Media Personality,United States,21,0.069084816,0.093506494,0.5
30,5,rank,JoJo Siwa,40,493216,Jenna Johnson,Social Media Personality,United States,18,0.054801808,0.103896104,0.928571429
30,5,rank,Kenya Moore,36,526383,Brandon Armstrong,TV Personality,United States,50,0.058487032,0.093506494,0.357142857
30,5,rank,Amanda Kloots,39,445001,Alan Bersten,TV Personality,United States,39,0.049444583,0.101298701,0.785714286
30,6,rank,Melora Hardin,34,1056174,Artem Chigvintsev,Actor/Actress,United States,54,0.117352771,0.093406593,0.642857143
30,6,rank,"Mike ""The Miz"" Mizanin",34,1055175,Witney Carson,Athlete,United States,40,0.117241771,0.093406593,0.428571429
30,6,rank,Suni Lee,36,941786,Sasha Farber,Athlete,United States,18,0.104642982,0.098901099,0.714285714
30,6,rank,Iman Shumpert,40,925121,Daniella Karagach,Athlete,United States,31,0.102791314,0.10989011,1
30,6,rank,Cody Rigsby,36,941004,Cheryl Burke,Fitness Instructor,United States,34,0.104556093,0.098901099,0.857142857
30,6,rank,Jimmie Allen,38,926956,Emma Slater,Singer/Rapper,United States,36,0.102995203,0.104395604,0.571428571
30,6,rank,Olivia Jade,36,942657,Valentin Chmerkovskiy,Social Media Personality,United States,21,0.10473976,0.098901099,0.5
30,6,rank,JoJo Siwa,40,919480,Jenna Johnson,Social Media Personality,United States,18,0.102164535,0.10989011,0.928571429
30,6,rank,Kenya Moore,32,360604,Brandon Armstrong,TV Personality,United States,50,0.040067147,0.087912088,0.357142857
30,6,rank,Amanda Kloots,38,931035,Alan Bersten,TV Personality,United States,39,0.103448425,0.104395604,0.785714286
30,7,rank,Melora Hardin,38,1047057,Artem Chigvintsev,Actor/Actress,United States,54,0.116339718,0.116207951,0.642857143
30,7,rank,"Mike ""The Miz"" Mizanin",32,435165,Witney Carson,Athlete,United States,40,0.048351688,0.097859327,0.428571429
30,7,rank,Suni Lee,34,1110403,Sasha Farber,Athlete,United States,18,0.123378166,0.103975535,0.714285714
30,7,rank,Iman Shumpert,34,1111890,Daniella Karagach,Athlete,United States,31,0.123543388,0.103975535,1
30,7,rank,Cody Rigsby,36,1068234,Cheryl Burke,Fitness Instructor,United States,34,0.118692719,0.110091743,0.857142857
30,7,rank,Jimmie Allen,38,1035698,Emma Slater,Singer/Rapper,United States,36,0.115077607,0.116207951,0.571428571
30,7,rank,Olivia Jade,42,1038552,Valentin Chmerkovskiy,Social Media Personality,United States,21,0.115394718,0.128440367,0.5
