season,week,method,contestant,judge_total,estimated_votes_total,ballroom_partner,celebrity_industry,celebrity_homecountry/region,celebrity_age_during_season
28,10,rank,Ally Brooke,29.5,2930001,Sasha Farber,Singer/Rapper,United States,26
28,10,rank,Hannah Brown,27,3177010,Alan Bersten,TV Personality,United States,24
28,11,rank,Kel Mitchell,29.5,2925530,Witney Carson,Actor/Actress,United States,41
28,11,rank,Lauren Alaina,28.5,3486745,Gleb Savchenko,Singer/Rapper,United States,24
28,11,rank,Ally Brooke,30,1172324,Sasha Farber,Singer/Rapper,United States,26
28,11,rank,Hannah Brown,29,6415399,Alan Bersten,TV Personality,United States,24
29,2,rank,Anne Heche,18,541610,Keo Motsepe,Actor/Actress,United States,51
29,2,rank,Jesse Metcalfe,20,540602,Sharna Burgess,Actor/Actress,United States,41
29,2,rank,Chrishell Stause,18,543173,Gleb Savchenko,Actor/Actress,United States,39
29,2,rank,Skai Jackson,15,677730,Alan Bersten,Actor/Actress,United States,18
29,2,rank,Justina Machado,21,541103,Sasha Farber,Actor/Actress,United States,48
29,2,rank,Charles Oakley,15,149894,Emma Slater,Athlete,United States,56
29,2,rank,Veron Davis,18,545655,Peta Murgatroyd,Athlete,United States,36
29,2,rank,Johnny Weir,18,544734,Britt Stewart,Athlete,United States,36
29,2,rank,Nev Schulman,21,541090,Jenna Johnson,Producer,United States,35
29,2,rank,AJ McLean,19,534767,Cheryl Burke,Singer/Rapper,United States,42
29,2,rank,Nelly,18,541793,Daniella Karagach,Singer/Rapper,United States,45
29,2,rank,Kaitlyn Bristowe,22,541207,Artem Chigvintsev,TV Personality,Canada,35
29,2,rank,Carole Baskin,16,603935,Pasha Pashkov,TV Personality,United States,59
29,2,rank,Monica Aldama,16,606393,Valentin Chmerkovskiy,TV Personality,United States,48
29,2,rank,Jeannie Mai,18,546309,Brandon Armstrong,TV Personality,United States,41
29,3,rank,Anne Heche,15,686842,Keo Motsepe,Actor/Actress,United States,51
29,3,rank,Jesse Metcalfe,20,594838,Sharna Burgess,Actor/Actress,United States,41
29,3,rank,Chrishell Stause,22,585867,Gleb Savchenko,Actor/Actress,United States,39
29,3,rank,Skai Jackson,18,623552,Alan Bersten,Actor/Actress,United States,18
29,3,rank,Justina Machado,19,604715,Sasha Farber,Actor/Actress,United States,48
29,3,rank,Veron Davis,22,581847,Peta Murgatroyd,Athlete,United States,36
29,3,rank,Johnny Weir,24,586661,Britt Stewart,Athlete,United States,36
29,3,rank,Nev Schulman,24,587450,Jenna Johnson,Producer,United States,35
29,3,rank,AJ McLean,21,588424,Cheryl Burke,Singer/Rapper,United States,42
29,3,rank,Nelly,18,623017,Daniella Karagach,Singer/Rapper,United States,45
29,3,rank,Kaitlyn Bristowe,23,596540,Artem Chigvintsev,TV Personality,Canada,35
29,3,rank,Carole Baskin,12,165930,Pasha Pashkov,TV Personality,United States,59
29,3,rank,Monica Aldama,21,588061,Valentin Chmerkovskiy,TV Personality,United States,48
29,3,rank,Jeannie Mai,22,586249,Brandon Armstrong,TV Personality,United States,41
29,4,rank,Anne Heche,21,124397,Keo Motsepe,Actor/Actress,United States,51
29,4,rank,Jesse Metcalfe,21,740994,Sharna Burgess,Actor/Actress,United States,41
29,4,rank,Chrishell Stause,22,654274,Gleb Savchenko,Actor/Actress,United States,39
29,4,rank,Skai Jackson,28,628080,Alan Bersten,Actor/Actress,United States,18
29,4,rank,Justina Machado,24,625846,Sasha Farber,Actor/Actress,United States,48
29,4,rank,Veron Davis,22,648001,Peta Murgatroyd,Athlete,United States,36
29,4,rank,Johnny Weir,24,616715,Britt Stewart,Athlete,United States,36
29,4,rank,Nev Schulman,24,618558,Jenna Johnson,Producer,United States,35
29,4,rank,AJ McLean,24,619759,Cheryl Burke,Singer/Rapper,United States,42
29,4,rank,Nelly,21,742607,Daniella Karagach,Singer/Rapper,United States,45
29,4,rank,Kaitlyn Bristowe,25,624151,Artem Chigvintsev,TV Personality,Canada,35
29,4,rank,Monica Aldama,24,620869,Valentin Chmerkovskiy,TV Personality,United States,48
29,4,rank,Jeannie Mai,21,735742,Brandon Armstrong,TV Personality,United States,41
29,5,rank,Jesse Metcalfe,19,237713,Sharna Burgess,Actor/Actress,United States,41
29,5,rank,Chrishell Stause,19,990901,Gleb Savchenko,Actor/Actress,United States,39
29,5,rank,Skai Jackson,24,771529,Alan Bersten,Actor/Actress,United States,18
29,5,rank,Justina Machado,24,764931,Sasha Farber,Actor/Actress,United States,48
29,5,rank,Veron Davis,21,904747,Peta Murgatroyd,Athlete,United States,36
29,5,rank,Johnny Weir,29,760083,Britt Stewart,Athlete,United States,36
29,5,rank,Nev Schulman,26,762730,Jenna Johnson,Producer,United States,35
29,5,rank,AJ McLean,24,762196,Cheryl Burke,Singer/Rapper,United States,42
29,5,rank,Nelly,24,763239,Daniella Karagach,Singer/Rapper,United States,45
29,5,rank,Kaitlyn Bristowe,27,756426,Artem Chigvintsev,TV Personality,Canada,35
29,5,rank,Monica Aldama,26,757985,Valentin Chmerkovskiy,TV Personality,United States,48
29,5,rank,Jeannie Mai,24,767515,Brandon Armstrong,TV Personality,United States,41
29,6,rank,Chrishell Stause,24,863592,Gleb Savchenko,Actor/Actress,United States,39
29,6,rank,Skai Jackson,18,1047398,Alan Bersten,Actor/Actress,United States,18
29,6,rank,Justina Machado,27,838210,Sasha Farber,Actor/Actress,United States,48
29,6,rank,Veron Davis,21,228464,Peta Murgatroyd,Athlete,United States,36
29,6,rank,Johnny Weir,22,959574,Britt Stewart,Athlete,United States,36
29,6,rank,Nev Schulman,26,843176,Jenna Johnson,Producer,United States,35
29,6,rank,AJ McLean,27,841479,Cheryl Burke,Singer/Rapper,United States,42
29,6,rank,Nelly,24,866565,Daniella Karagach,Singer/Rapper,United States,45
29,6,rank,Kaitlyn Bristowe,27,833357,Artem Chigvintsev,TV Personality,Canada,35
29,6,rank,Monica Aldama,27,836135,Valentin Chmerkovskiy,TV Personality,United States,48
29,6,rank,Jeannie Mai,25,842044,Brandon Armstrong,TV Personality,United States,41
29,7,rank,Chrishell Stause,26,930761,Gleb Savchenko,Actor/Actress,United States,39
29,7,rank,Skai Jackson,27,924640,Alan Bersten,Actor/Actress,United States,18
29,7,rank,Justina Machado,26,932985,Sasha Farber,Actor/Actress,United States,48
29,7,rank,Johnny Weir,27,924777,Britt Stewart,Athlete,United States,36
29,7,rank,Nev Schulman,30,917813,Jenna Johnson,Producer,United States,35
29,7,rank,AJ McLean,26,936326,Cheryl Burke,Singer/Rapper,United States,42
29,7,rank,Nelly,27,923686,Daniella Karagach,Singer/Rapper,United States,45
29,7,rank,Kaitlyn Bristowe,24,1123758,Artem Chigvintsev,TV Personality,Canada,35
29,7,rank,Monica Aldama,22,344903,Valentin Chmerkovskiy,TV Personality,United States,48
29,7,rank,Jeannie Mai,25,1040347,Brandon Armstrong,TV Personality,United States,41
29,8,rank,Chrishell Stause,27,228942,Gleb Savchenko,Actor/Actress,United States,39
29,8,rank,Skai Jackson,26.9998,1484853,Alan Bersten,Actor/Actress,United States,18
29,8,rank,Justina Machado,28.9998,1060303,Sasha Farber,Actor/Actress,United States,48
29,8,rank,Johnny Weir,30,1072489,Britt Stewart,Athlete,United States,36
29,8,rank,Nev Schulman,30,1075802,Jenna Johnson,Producer,United States,35
29,8,rank,AJ McLean,27,1236761,Cheryl Burke,Singer/Rapper,United States,42
29,8,rank,Nelly,24,1741004,Daniella Karagach,Singer/Rapper,United States,45
29,8,rank,Kaitlyn Bristowe,28,1099841,Artem Chigvintsev,TV Personality,Canada,35
29,9,rank,Skai Jackson,28.9998,1324444,Alan Bersten,Actor/Actress,United States,18
29,9,rank,Justina Machado,25.9998,1500559,Sasha Farber,Actor/Actress,United States,48
29,9,rank,Johnny Weir,30,1307532,Britt Stewart,Athlete,United States,36
29,9,rank,Nev Schulman,28.9998,1333441,Jenna Johnson,Producer,United States,35
29,9,rank,AJ McLean,24.9998,460319,Cheryl Burke,Singer/Rapper,United States,42
29,9,rank,Nelly,24,1750346,Daniella Karagach,Singer/Rapper,United States,45
29,9,rank,Kaitlyn Bristowe,30,1323355,Artem Chigvintsev,TV Personality,Canada,35
29,10,rank,Skai Jackson,28.5,501816,Alan Bersten,Actor/Actress,United States,18
29,10,rank,Justina Machado,29,1723339,Sasha Farber,Actor/Actress,United States,48
29,10,rank,Johnny Weir,28.5,523713,Britt Stewart,Athlete,United States,36
29,10,rank,Nev Schulman,30,1503770,Jenna Johnson,Producer,United States,35
29,10,rank,Nelly,28,3259896,Daniella Karagach,Singer/Rapper,United States,45
29,10,rank,Kaitlyn Bristowe,30,1487465,Artem Chigvintsev,TV Personality,Canada,35
29,11,rank,Justina Machado,30,884740,Sasha Farber,Actor/Actress,United States,48
29,11,rank,Nev Schulman,30,2031106,Jenna Johnson,Producer,United States,35
29,11,rank,Nelly,28.5,7272216,Daniella Karagach,Singer/Rapper,United States,45
29,11,rank,Kaitlyn Bristowe,30,3811936,Artem Chigvintsev,TV Personality,Canada,35
30,2,rank,Martin Kove,15,153280,Britt Stewart,Actor/Actress,United States,75
30,2,rank,Brian Austin Green,23,607669,Sharna Burgess,Actor/Actress,United States,48
30,2,rank,Melora Hardin,27,543544,Artem Chigvintsev,Actor/Actress,United States,54
30,2,rank,Matt James,22,642418,Lindsay Arnold,Athlete,United States,29
30,2,rank,"Mike ""The Miz"" Mizanin",26,546953,Witney Carson,Athlete,United States,40
30,2,rank,Suni Lee,28,546838,Sasha Farber,Athlete,United States,18
30,2,rank,Iman Shumpert,25,549078,Daniella Karagach,Athlete,United States,31
30,2,rank,Cody Rigsby,24,560591,Cheryl Burke,Fitness Instructor,United States,34
30,2,rank,Melanie C,30,548271,Gleb Savchenko,Singer/Rapper,England,47
30,2,rank,Jimmie Allen,27,544195,Emma Slater,Singer/Rapper,United States,36
30,2,rank,Olivia Jade,27,545176,Valentin Chmerkovskiy,Social Media Personality,United States,21
30,2,rank,JoJo Siwa,31,545813,Jenna Johnson,Social Media Personality,United States,18
30,2,rank,Christine Chiu,24,558931,Pasha Pashkov,TV Personality,Taiwan China,38
30,2,rank,Kenya Moore,24,557707,Brandon Armstrong,TV Personality,United States,50
30,2,rank,Amanda Kloots,32,549529,Alan Bersten,TV Personality,United States,39
30,3,rank,Brian Austin Green,19,829709,Sharna Burgess,Actor/Actress,United States,48
30,3,rank,Melora Hardin,23,481058,Artem Chigvintsev,Actor/Actress,United States,54
30,3,rank,Matt James,20,654277,Lindsay Arnold,Athlete,United States,29
30,3,rank,"Mike ""The Miz"" Mizanin",22,510110,Witney Carson,Athlete,United States,40
30,3,rank,Suni Lee,21,526229,Sasha Farber,Athlete,United States,18
30,3,rank,Iman Shumpert,19,828641,Daniella Karagach,Athlete,United States,31
30,3,rank,Cody Rigsby,18,979072,Cheryl Burke,Fitness Instructor,United States,34
30,3,rank,Melanie C,22,494205,Gleb Savchenko,Singer/Rapper,England,47
30,3,rank,Jimmie Allen,20,679300,Emma Slater,Singer/Rapper,United States,36
30,3,rank,Olivia Jade,24,478293,Valentin Chmerkovskiy,Social Media Personality,United States,21
30,3,rank,JoJo Siwa,24,489416,Jenna Johnson,Social Media Personality,United States,18
30,3,rank,Christine Chiu,21,58990,Pasha Pashkov,TV Personality,Taiwan China,38
30,3,rank,Kenya Moore,21,502288,Brandon Armstrong,TV Personality,United States,50
30,3,rank,Amanda Kloots,24,488406,Alan Bersten,TV Personality,United States,39
30,4,rank,Brian Austin Green,26,217417,Sharna Burgess,Actor/Actress,United States,48
30,4,rank,Melora Hardin,36.5,639086,Artem Chigvintsev,Actor/Actress,United States,54
30,4,rank,Matt James,28.5,175361,Lindsay Arnold,Athlete,United States,29
30,4,rank,"Mike ""The Miz"" Mizanin",32.5,671507,Witney Carson,Athlete,United States,40
30,4,rank,Suni Lee,34,641407,Sasha Farber,Athlete,United States,18
30,4,rank,Iman Shumpert,31.5,743718,Daniella Karagach,Athlete,United States,31
30,4,rank,Cody Rigsby,29,858439,Cheryl Burke,Fitness Instructor,United States,34
30,4,rank,Melanie C,33,648222,Gleb Savchenko,Singer/Rapper,England,47
30,4,rank,Jimmie Allen,32.5,677430,Emma Slater,Singer/Rapper,United States,36
30,4,rank,Olivia Jade,35,639145,Valentin Chmerkovskiy,Social Media Personality,United States,21
30,4,rank,JoJo Siwa,35,636600,Jenna Johnson,Social Media Personality,United States,18
30,4,rank,Kenya Moore,29.5,805745,Brandon Armstrong,TV Personality,United States,50
30,4,rank,Amanda Kloots,34,645923,Alan Bersten,TV Personality,United States,39
30,5,rank,Melora Hardin,36,578539,Artem Chigvintsev,Actor/Actress,United States,54
30,5,rank,"Mike ""The Miz"" Mizanin",32,1333967,Witney Carson,Athlete,United States,40
30,5,rank,Suni Lee,36,558211,Sasha Farber,Athlete,United States,18
30,5,rank,Iman Shumpert,28,1855350,Daniella Karagach,Athlete,United States,31
30,5,rank,Cody Rigsby,32,1443284,Cheryl Burke,Fitness Instructor,United States,34
30,5,rank,Melanie C,36,72725,Gleb Savchenko,Singer/Rapper,England,47
30,5,rank,Jimmie Allen,34,1071556,Emma Slater,Singer/Rapper,United States,36
30,5,rank,Olivia Jade,36,621763,Valentin Chmerkovskiy,Social Media Personality,United States,21
30,5,rank,JoJo Siwa,40,493216,Jenna Johnson,Social Media Personality,United States,18
30,5,rank,Kenya Moore,36,526383,Brandon Armstrong,TV Personality,United States,50
30,5,rank,Amanda Kloots,39,445001,Alan Bersten,TV Personality,United States,39
30,6,rank,Melora Hardin,34,1056174,Artem Chigvintsev,Actor/Actress,United States,54
30,6,rank,"Mike ""The Miz"" Mizanin",34,1055175,Witney Carson,Athlete,United States,40
30,6,rank,Suni Lee,36,941786,Sasha Farber,Athlete,United States,18
30,6,rank,Iman Shumpert,40,925121,Daniella Karagach,Athlete,United States,31
30,6,rank,Cody Rigsby,36,941004,Cheryl Burke,Fitness Instructor,United States,34
30,6,rank,Jimmie Allen,38,926956,Emma Slater,Singer/Rapper,United States,36
30,6,rank,Olivia Jade,36,942657,Valentin Chmerkovskiy,Social Media Personality,United States,21
30,6,rank,JoJo Siwa,40,919480,Jenna Johnson,Social Media Personality,United States,18
30,6,rank,Kenya Moore,32,360604,Brandon Armstrong,TV Personality,United States,50
30,6,rank,Amanda Kloots,38,931035,Alan Bersten,TV Personality,United States,39
30,7,rank,Melora Hardin,38,1047057,Artem Chigvintsev,Actor/Actress,United States,54
30,7,rank,"Mike ""The Miz"" Mizanin",32,435165,Witney Carson,Athlete,United States,40
30,7,rank,Suni Lee,34,1110403,Sasha Farber,Athlete,United States,18
30,7,rank,Iman Shumpert,34,1111890,Daniella Karagach,Athlete,United States,31
30,7,rank,Cody Rigsby,36,1068234,Cheryl Burke,Fitness Instructor,United States,34
30,7,rank,Jimmie Allen,38,1035698,Emma Slater,Singer/Rapper,United States,36
30,7,rank,Olivia Jade,42,1038552,Valentin Chmerkovskiy,Social Media Personality,United States,21
30,7,rank,JoJo Siwa,39,1036271,Jenna Johnson,Social Media Personality,United States,18
30,7,rank,Amanda Kloots,34,1116726,Alan Bersten,TV Personality,United States,39
30,8,rank,Melora Hardin,42,1167122,Artem Chigvintsev,Actor/Actress,United States,54
30,8,rank,Suni Lee,42,1158876,Sasha Farber,Athlete,United States,18
30,8,rank,Iman Shumpert,35,1692895,Daniella Karagach,Athlete,United States,31
30,8,rank,Cody Rigsby,38,1400609,Cheryl Burke,Fitness Instructor,United States,34
30,8,rank,Jimmie Allen,32,626327,Emma Slater,Singer/Rapper,United States,36
30,8,rank,Olivia Jade,36,374178,Valentin Chmerkovskiy,Social Media Personality,United States,21
30,8,rank,JoJo Siwa,41,1419640,Jenna Johnson,Social Media Personality,United States,18
30,8,rank,Amanda Kloots,42,1160353,Alan Bersten,TV Personality,United States,39
30,9,rank,Melora Hardin,36,782574,Artem Chigvintsev,Actor/Actress,United States,54
30,9,rank,Suni Lee,37.5,326077,Sasha Farber,Athlete,United States,18
30,9,rank,Iman Shumpert,37.5,1637202,Daniella Karagach,Athlete,United States,31
30,9,rank,Cody Rigsby,35.5,3204101,Cheryl Burke,Fitness Instructor,United States,34
30,9,rank,JoJo Siwa,40,1449377,Jenna Johnson,Social Media Personality,United States,18
30,9,rank,Amanda Kloots,39.5,1600668,Alan Bersten,TV Personality,United States,39
30,10,rank,Iman Shumpert,40,5258170,Daniella Karagach,Athlete,United States,31
30,10,rank,Cody Rigsby,38,5247184,Cheryl Burke,Fitness Instructor,United States,34
30,10,rank,JoJo Siwa,40,1746504,Jenna Johnson,Social Media Personality,United States,18
30,10,rank,Amanda Kloots,39,1748140,Alan Bersten,TV Personality,United States,39
31,1,rank,Jason Lewis,18,122343,Peta Murgatroyd,Actor/Actress,United States,51
31,1,rank,Cheryl Ladd,21,515804,Louis van Amstel,Actor/Actress,United States,71
31,1,rank,Selma Blair,28,514785,Sasha Farber,Actor/Actress,United States,50
31,1,rank,Joseph Baena,23,513576,Daniella Karagach,Actor/Actress,United States,24
31,1,rank,Trevor Donovan,21,520457,Emma Slater,Actor/Actress,United States,39
31,1,rank,Daniel Durant,27,509493,Britt Stewart,Actor/Actress,United States,32
31,1,rank,Wayne Brady,29,509211,Witney Carson,Comedian,United States,50
31,1,rank,Sam Champion,20,541017,Cheryl Burke,News Anchor,United States,61
31,1,rank,Jessie James Decker,20,541726,Alan Bersten,Singer/Rapper,Italy,34
31,1,rank,Jordin Sparks,26,512857,Brandon Armstrong,Singer/Rapper,United States,32
31,1,rank,Heidi D'Amelio,24,512608,Artem Chigvintsev,Social Media Personality,United States,50
31,1,rank,Charli D'Amelio,32,508962,Mark Ballas,Social Media Personality,United States,18
31,1,rank,Teresa Giudice,20,540569,Pasha Pashkov,TV Personality,United States,50
31,1,rank,Vinny Guadagnino,17,623802,Koko Iwasaki,TV Personality,United States,34
31,1,rank,Shangela,28,505698,Gleb Savchenko,TV Personality,United States,40
31,1,rank,Gabby Windey,28,507084,Valentin Chmerkovskiy,TV Personality,United States,31
31,2,rank,Cheryl Ladd,21,662142,Louis van Amstel,Actor/Actress,United States,71
31,2,rank,Selma Blair,28,543289,Sasha Farber,Actor/Actress,United States,50
31,2,rank,Joseph Baena,24,615496,Daniella Karagach,Actor/Actress,United States,24
31,2,rank,Trevor Donovan,30,548021,Emma Slater,Actor/Actress,United States,39
31,2,rank,Daniel Durant,29,543085,Britt Stewart,Actor/Actress,United States,32
31,2,rank,Wayne Brady,32,542790,Witney Carson,Comedian,United States,50
31,2,rank,Sam Champion,26,567671,Cheryl Burke,News Anchor,United States,61
31,2,rank,Jessie James Decker,25,586916,Alan Bersten,Singer/Rapper,Italy,34
31,2,rank,Jordin Sparks,27,545493,Brandon Armstrong,Singer/Rapper,United States,32
31,2,rank,Heidi D'Amelio,28,548133,Artem Chigvintsev,Social Media Personality,United States,50
31,2,rank,Charli D'Amelio,32,540500,Mark Ballas,Social Media Personality,United States,18
31,2,rank,Teresa Giudice,23,125548,Pasha Pashkov,TV Personality,United States,50
31,2,rank,Vinny Guadagnino,27,547968,Koko Iwasaki,TV Personality,United States,34
31,2,rank,Shangela,28,544874,Gleb Savchenko,TV Personality,United States,40
31,2,rank,Gabby Windey,32,538067,Valentin Chmerkovskiy,TV Personality,United States,31
31,3,rank,Cheryl Ladd,24,136930,Louis van Amstel,Actor/Actress,United States,71
31,3,rank,Selma Blair,28,592728,Sasha Farber,Actor/Actress,United States,50
31,3,rank,Joseph Baena,29,579634,Daniella Karagach,Actor/Actress,United States,24
31,3,rank,Trevor Donovan,27,609263,Emma Slater,Actor/Actress,United States,39
31,3,rank,Daniel Durant,31,585629,Britt Stewart,Actor/Actress,United States,32
31,3,rank,Wayne Brady,33,582430,Witney Carson,Comedian,United States,50
31,3,rank,Sam Champion,25,665144,Cheryl Burke,News Anchor,United States,61
31,3,rank,Jessie James Decker,26,623775,Alan Bersten,Singer/Rapper,Italy,34
31,3,rank,Jordin Sparks,29,586275,Brandon Armstrong,Singer/Rapper,United States,32
31,3,rank,Heidi D'Amelio,32,586874,Artem Chigvintsev,Social Media Personality,United States,50
31,3,rank,Charli D'Amelio,33,581240,Mark Ballas,Social Media Personality,United States,18
31,3,rank,Vinny Guadagnino,23,708662,Koko Iwasaki,TV Personality,United States,34
31,3,rank,Shangela,30,581926,Gleb Savchenko,TV Personality,United States,40
31,3,rank,Gabby Windey,33,579482,Valentin Chmerkovskiy,TV Personality,United States,31
31,4,rank,Selma Blair,32,633699,Sasha Farber,Actor/Actress,United States,50
31,4,rank,Joseph Baena,28,709100,Daniella Karagach,Actor/Actress,United States,24
31,4,rank,Trevor Donovan,28,704692,Emma Slater,Actor/Actress,United States,39
31,4,rank,Daniel Durant,29,655014,Britt Stewart,Actor/Actress,United States,32
31,4,rank,Wayne Brady,36,633858,Witney Carson,Comedian,United States,50
31,4,rank,Sam Champion,25,192152,Cheryl Burke,News Anchor,United States,61
31,4,rank,Jessie James Decker,31,644514,Alan Bersten,Singer/Rapper,Italy,34
31,4,rank,Jordin Sparks,34,634344,Brandon Armstrong,Singer/Rapper,United States,32
31,4,rank,Heidi D'Amelio,34,634452,Artem Chigvintsev,Social Media Personality,United States,50
31,4,rank,Charli D'Amelio,36,631576,Mark Ballas,Social Media Personality,United States,18
31,4,rank,Vinny Guadagnino,29,657142,Koko Iwasaki,TV Personality,United States,34
31,4,rank,Shangela,32,636111,Gleb Savchenko,TV Personality,United States,40
31,4,rank,Gabby Windey,36,633341,Valentin Chmerkovskiy,TV Personality,United States,31
31,5,rank,Selma Blair,40,762263,Sasha Farber,Actor/Actress,United States,50
31,5,rank,Joseph Baena,35,167599,Daniella Karagach,Actor/Actress,United States,24
31,5,rank,Trevor Donovan,36,768663,Emma Slater,Actor/Actress,United States,39
31,5,rank,Daniel Durant,33.5,907712,Britt Stewart,Actor/Actress,United States,32
31,5,rank,Wayne Brady,41,762763,Witney Carson,Comedian,United States,50
31,5,rank,Jessie James Decker,36,768365,Alan Bersten,Singer/Rapper,Italy,34
31,5,rank,Jordin Sparks,35.5,836483,Brandon Armstrong,Singer/Rapper,United States,32
31,5,rank,Heidi D'Amelio,39,756902,Artem Chigvintsev,Social Media Personality,United States,50
31,5,rank,Charli D'Amelio,42,754563,Mark Ballas,Social Media Personality,United States,18
31,5,rank,Vinny Guadagnino,31,1003314,Koko Iwasaki,TV Personality,United States,34
31,5,rank,Shangela,38.5,751828,Gleb Savchenko,TV Personality,United States,40
31,5,rank,Gabby Windey,41,759539,Valentin Chmerkovskiy,TV Personality,United States,31
31,6,rank,Trevor Donovan,34,942055,Emma Slater,Actor/Actress,United States,39
31,6,rank,Daniel Durant,34,945520,Britt Stewart,Actor/Actress,United States,32
31,6,rank,Wayne Brady,34,942550,Witney Carson,Comedian,United States,50
31,6,rank,Jessie James Decker,32,323499,Alan Bersten,Singer/Rapper,Italy,34
31,6,rank,Jordin Sparks,34,942464,Brandon Armstrong,Singer/Rapper,United States,32
31,6,rank,Heidi D'Amelio,36,923146,Artem Chigvintsev,Social Media Personality,United States,50
31,6,rank,Charli D'Amelio,40,925394,Mark Ballas,Social Media Personality,United States,18
31,6,rank,Vinny Guadagnino,28,1215714,Koko Iwasaki,TV Personality,United States,34
31,6,rank,Shangela,36,923782,Gleb Savchenko,TV Personality,United States,40
31,6,rank,Gabby Windey,37,915870,Valentin Chmerkovskiy,TV Personality,United States,31
31,7,rank,Trevor Donovan,39,1020000,Emma Slater,Actor/Actress,United States,39
31,7,rank,Daniel Durant,36.5,1029712,Britt Stewart,Actor/Actress,United States,32
31,7,rank,Wayne Brady,38,1024655,Witney Carson,Comedian,United States,50
31,7,rank,Jordin Sparks,34.5,305591,Brandon Armstrong,Singer/Rapper,United States,32
31,7,rank,Heidi D'Amelio,35,1171426,Artem Chigvintsev,Social Media Personality,United States,50
31,7,rank,Charli D'Amelio,39,1032451,Mark Ballas,Social Media Personality,United States,18
31,7,rank,Vinny Guadagnino,31.5,1306244,Koko Iwasaki,TV Personality,United States,34
31,7,rank,Shangela,36.5,1029937,Gleb Savchenko,TV Personality,United States,40
31,7,rank,Gabby Windey,35.5,1079981,Valentin Chmerkovskiy,TV Personality,United States,31
31,8,rank,Trevor Donovan,39,1428046,Emma Slater,Actor/Actress,United States,39
31,8,rank,Daniel Durant,39,1416509,Britt Stewart,Actor/Actress,United States,32
31,8,rank,Wayne Brady,45,1207535,Witney Carson,Comedian,United States,50
31,8,rank,Heidi D'Amelio,35,440661,Artem Chigvintsev,Social Media Personality,United States,50
31,8,rank,Charli D'Amelio,45,1204735,Mark Ballas,Social Media Personality,United States,18
31,8,rank,Vinny Guadagnino,29,602642,Koko Iwasaki,TV Personality,United States,34
31,8,rank,Shangela,42,1275973,Gleb Savchenko,TV Personality,United States,40
31,8,rank,Gabby Windey,40,1423900,Valentin Chmerkovskiy,TV Personality,United States,31
31,9,rank,Trevor Donovan,32.5,988703,Emma Slater,Actor/Actress,United States,39
31,9,rank,Daniel Durant,34.5,662347,Britt Stewart,Actor/Actress,United States,32
31,9,rank,Wayne Brady,36.5,2078864,Witney Carson,Comedian,United States,50
31,9,rank,Charli D'Amelio,40,1595424,Mark Ballas,Social Media Personality,United States,18
31,9,rank,Shangela,36.5,2070592,Gleb Savchenko,TV Personality,United States,40
31,9,rank,Gabby Windey,40,1604070,Valentin Chmerkovskiy,TV Personality,United States,31
31,10,rank,Wayne Brady,38,4230923,Witney Carson,Comedian,United States,50
31,10,rank,Charli D'Amelio,40,6409079,Mark Ballas,Social Media Personality,United States,18
31,10,rank,Shangela,38,1171326,Gleb Savchenko,TV Personality,United States,40
31,10,rank,Gabby Windey,40,2188670,Valentin Chmerkovskiy,TV Personality,United States,31
32,1,rank,Jamie Lynn Spears,15,594119,Alan Bersten,Actor/Actress,United States,32
32,1,rank,Mira Sorvino,17,578375,Gleb Savchenko,Actor/Actress,United States,55
32,1,rank,Barry Williams,16,594586,Peta Murgatroyd,Actor/Actress,United States,68
32,1,rank,Alyson Hannigan,13,642680,Sasha Farber,Actor/Actress,United States,49
32,1,rank,Xochitl Gomez,18,586059,Valentin Chmerkovskiy,Actor/Actress,United States,17
32,1,rank,Adrian Peterson,18,585209,Britt Stewart,Athlete,United States,38
32,1,rank,Matt Walsh,12,120363,Koko Iwasaki,Comedian,United States,58
32,1,rank,Tyson Beckford,12,689831,Jenna Johnson,Model,United States,52
32,1,rank,Jason Mraz,21,583485,Daniella Karagach,Singer/Rapper,United States,46
32,1,rank,Lele Pons,19,582089,Brandon Armstrong,Social Media Personality,Venezuela,27
32,1,rank,Harry Jowsey,12,693302,Rylee Arnold,TV Personality,Australia,26
32,1,rank,Mauricio Umansky,15,596292,Emma Slater,TV Personality,Mexico,53
32,1,rank,Charity Lawson,22,578526,Artem Chigvintsev,TV Personality,United States,27
32,1,rank,Ariana Madix,21,575078,Pasha Pashkov,TV Personality,United States,38
32,2,rank,Jamie Lynn Spears,16,100339,Alan Bersten,Actor/Actress,United States,32
32,2,rank,Mira Sorvino,18,626849,Gleb Savchenko,Actor/Actress,United States,55
32,2,rank,Barry Williams,15,700989,Peta Murgatroyd,Actor/Actress,United States,68
32,2,rank,Alyson Hannigan,19,612912,Sasha Farber,Actor/Actress,United States,49
32,2,rank,Xochitl Gomez,24,602935,Valentin Chmerkovskiy,Actor/Actress,United States,17
32,2,rank,Adrian Peterson,15,688207,Britt Stewart,Athlete,United States,38
32,2,rank,Tyson Beckford,18,622215,Jenna Johnson,Model,United States,52
32,2,rank,Jason Mraz,24,619071,Daniella Karagach,Singer/Rapper,United States,46
32,2,rank,Lele Pons,21,604504,Brandon Armstrong,Social Media Personality,Venezuela,27
32,2,rank,Harry Jowsey,15,698117,Rylee Arnold,TV Personality,Australia,26
32,2,rank,Mauricio Umansky,12,904175,Emma Slater,TV Personality,Mexico,53
