season,week,method,contestant,judge_total,estimated_votes_total,ballroom_partner,celebrity_industry,celebrity_homecountry/region,celebrity_age_during_season,vote_share,judge_share
27,7,percent,Bobby Bones,26.5,1318772,Sharna Burgess,Radio Personality,United States,38.0,0.1648465,0.12183908045977011
27,7,percent,Alexis Ren,27.5,1238770,Alan Bersten,Social Media Personality,United States,21.0,0.15484625,0.12643678160919541
27,7,percent,Joe Amabile,23.5,1403579,Jenna Johnson,TV Personality,United States,32.0,0.175447375,0.10804597701149425
27,8,percent,Juan Pablo Di Pace,30.0,303034,Cheryl Burke,Actor/Actress,Argentina,39.0,0.03787925,0.18633540372670807
27,8,percent,Evanna Lynch,29.0,1712001,Keo Motsepe,Actor/Actress,Ireland,27.0,0.214000125,0.18012422360248448
27,8,percent,Milo Manheim,27.5,1789206,Witney Carson,Actor/Actress,United States,17.0,0.22365075,0.17080745341614906
27,8,percent,Bobby Bones,22.5,2040715,Sharna Burgess,Radio Personality,United States,38.0,0.255089375,0.13975155279503104
27,8,percent,Alexis Ren,29.0,1721331,Alan Bersten,Social Media Personality,United States,21.0,0.215166375,0.18012422360248448
27,8,percent,Joe Amabile,23.0,433713,Jenna Johnson,TV Personality,United States,32.0,0.054214125,0.14285714285714285
27,9,percent,Evanna Lynch,30.0,1077025,Keo Motsepe,Actor/Actress,Ireland,27.0,0.13462815865703967,0.2597402597402597
27,9,percent,Milo Manheim,30.0,2087633,Witney Carson,Actor/Actress,United States,17.0,0.26095419023854755,0.2597402597402597
27,9,percent,Bobby Bones,27.0,4331498,Sharna Burgess,Radio Personality,United States,38.0,0.5414373853593464,0.23376623376623376
27,9,percent,Alexis Ren,28.5,503842,Alan Bersten,Social Media Personality,United States,21.0,0.06298026574506643,0.24675324675324675
28,2,rank,Kate Flannery,21.0,671468,Pasha Pashkov,Actor/Actress,United States,55.0,0.08393356295017221,0.0958904109589041
28,2,rank,James Van Der Beek,20.0,675173,Emma Slater,Actor/Actress,United States,42.0,0.08439668829751622,0.091324200913242
28,2,rank,Kel Mitchell,20.0,670646,Witney Carson,Actor/Actress,United States,41.0,0.08383081287310966,0.091324200913242
28,2,rank,Ray Lewis,15.0,813975,Cheryl Burke,Athlete,United States,44.0,0.10174695131021348,0.0684931506849315
28,2,rank,Lamar Odom,12.0,878739,Peta Murgatroyd,Athlete,United States,39.0,0.10984245738184303,0.0547945205479452
28,2,rank,Sailor Brinkley-Cook,18.0,703133,Valentin Chmerkovskiy,Model,United States,21.0,0.0878916909187682,0.0821917808219178
28,2,rank,Sean Spicer,16.0,736047,Lindsay Arnold,Politician,United States,48.0,0.09200594400445801,0.0730593607305936
28,2,rank,Mary Wilson,15.0,148861,Brandon Armstrong,Singer/Rapper,United States,75.0,0.018607638955729217,0.0684931506849315
28,2,rank,Lauren Alaina,19.0,680139,Gleb Savchenko,Singer/Rapper,United States,24.0,0.08501743876307907,0.0867579908675799
28,2,rank,Ally Brooke,20.0,672552,Sasha Farber,Singer/Rapper,United States,26.0,0.08406906305179729,0.091324200913242
28,2,rank,Karamo Brown,19.0,675317,Jenna Johnson,TV Personality,United States,38.0,0.08441468831101623,0.0867579908675799
28,2,rank,Hannah Brown,24.0,673944,Alan Bersten,TV Personality,United States,24.0,0.08424306318229739,0.1095890410958904
28,4,rank,Kate Flannery,26.0,916027,Pasha Pashkov,Actor/Actress,United States,55.0,0.1145034465646541,0.09219858156028368
28,4,rank,James Van Der Beek,28.0,840155,Emma Slater,Actor/Actress,United States,42.0,0.1050194406371504,0.09929078014184398
28,4,rank,Kel Mitchell,32.0,828310,Witney Carson,Actor/Actress,United States,41.0,0.1035388147117592,0.11347517730496454
28,4,rank,Lamar Odom,20.0,288054,Peta Murgatroyd,Athlete,United States,39.0,0.036006772504232815,0.07092198581560284
28,4,rank,Sailor Brinkley-Cook,31.0,824711,Valentin Chmerkovskiy,Model,United States,21.0,0.10308893943058714,0.1099290780141844
28,4,rank,Sean Spicer,21.0,986014,Lindsay Arnold,Politician,United States,48.0,0.12325182703239189,0.07446808510638298
28,4,rank,Lauren Alaina,32.0,823066,Gleb Savchenko,Singer/Rapper,United States,24.0,0.10288331430207144,0.11347517730496454
28,4,rank,Ally Brooke,32.0,830866,Sasha Farber,Singer/Rapper,United States,26.0,0.10385831491144681,0.11347517730496454
28,4,rank,Karamo Brown,28.0,839547,Jenna Johnson,TV Personality,United States,38.0,0.10494344058965037,0.09929078014184398
28,4,rank,Hannah Brown,32.0,823245,Alan Bersten,TV Personality,United States,24.0,0.10290568931605583,0.11347517730496454
28,6,rank,Kate Flannery,27.0,94879,Pasha Pashkov,Actor/Actress,United States,55.0,0.010542118139189871,0.11842105263157894
28,6,rank,James Van Der Beek,27.0,144798,Emma Slater,Actor/Actress,United States,42.0,0.016088677392451595,0.11842105263157894
28,6,rank,Kel Mitchell,26.0,238838,Witney Carson,Actor/Actress,United States,41.0,0.026537573247271053,0.11403508771929824
28,6,rank,Sailor Brinkley-Cook,27.0,19336,Valentin Chmerkovskiy,Model,United States,21.0,0.0021484458767416954,0.11842105263157894
28,6,rank,Sean Spicer,21.0,3769096,Lindsay Arnold,Politician,United States,48.0,0.4187887236369269,0.09210526315789473
28,6,rank,Lauren Alaina,26.0,276715,Gleb Savchenko,Singer/Rapper,United States,24.0,0.030746131608532182,0.11403508771929824
28,6,rank,Ally Brooke,25.0,1306427,Sasha Farber,Singer/Rapper,United States,26.0,0.14515865232799044,0.10964912280701754
28,6,rank,Karamo Brown,25.0,1365858,Jenna Johnson,TV Personality,United States,38.0,0.15176210117473413,0.10964912280701754
28,6,rank,Hannah Brown,24.0,1784047,Alan Bersten,TV Personality,United States,24.0,0.19822757659616216,0.10526315789473684
28,7,rank,Kate Flannery,24.0,1375341,Pasha Pashkov,Actor/Actress,United States,55.0,0.15281573458477093,0.1188118811881188
28,7,rank,James Van Der Beek,27.0,1119879,Emma Slater,Actor/Actress,United States,42.0,0.12443105530269125,0.13366336633663367
28,7,rank,Kel Mitchell,25.5,1208791,Witney Carson,Actor/Actress,United States,41.0,0.13431017080452035,0.12623762376237624
28,7,rank,Sean Spicer,21.0,1609717,Lindsay Arnold,Politician,United States,48.0,0.1788575239366773,0.10396039603960396
28,7,rank,Lauren Alaina,27.0,1130221,Gleb Savchenko,Singer/Rapper,United States,24.0,0.12558016692451862,0.13366336633663367
28,7,rank,Ally Brooke,27.0,1127288,Sasha Farber,Singer/Rapper,United States,26.0,0.12525427789079016,0.13366336633663367
28,7,rank,Karamo Brown,24.5,287759,Jenna Johnson,TV Personality,United States,38.0,0.031973236432549526,0.12128712871287128
28,7,rank,Hannah Brown,26.0,1141000,Alan Bersten,TV Personality,United States,24.0,0.12677783412348184,0.12871287128712872
28,8,rank,Kate Flannery,25.9998,338260,Pasha Pashkov,Actor/Actress,United States,55.0,0.0375844611486494,0.13471454803957736
28,8,rank,James Van Der Beek,31.9998,1278270,Emma Slater,Actor/Actress,United States,42.0,0.1420300631244725,0.1658027598041857
28,8,rank,Kel Mitchell,29.9998,1353022,Witney Carson,Actor/Actress,United States,41.0,0.15033584459370872,0.15544002254931627
28,8,rank,Sean Spicer,20.0,1880031,Lindsay Arnold,Politician,United States,48.0,0.20889242617441164,0.1036273725486945
28,8,rank,Lauren Alaina,24.0,1577103,Gleb Savchenko,Singer/Rapper,United States,24.0,0.1752337445483309,0.1243528470584334
28,8,rank,Ally Brooke,30.0,1290799,Sasha Farber,Singer/Rapper,United States,26.0,0.14342217485429992,0.15544105882304174
28,8,rank,Hannah Brown,30.9998,1282511,Alan Bersten,TV Personality,United States,24.0,0.14250128555612693,0.160621391176751
28,9,rank,James Van Der Beek,36.0,1584388,Emma Slater,Actor/Actress,United States,42.0,0.17604316979216772,0.17266187050359713
28,9,rank,Kel Mitchell,37.0,1570079,Witney Carson,Actor/Actress,United States,41.0,0.17445328037331567,0.1774580335731415
28,9,rank,Sean Spicer,25.0,734343,Lindsay Arnold,Politician,United States,48.0,0.08159369386456462,0.11990407673860912
28,9,rank,Lauren Alaina,35.0,1874185,Gleb Savchenko,Singer/Rapper,United States,24.0,0.20824284719206018,0.16786570743405277
28,9,rank,Ally Brooke,40.0,1569857,Sasha Farber,Singer/Rapper,United States,26.0,0.1744286136984268,0.19184652278177458
28,9,rank,Hannah Brown,35.5,1667145,Alan Bersten,TV Personality,United States,24.0,0.18523839507946502,0.17026378896882494
28,10,rank,James Van Der Beek,25.5,1767493,Emma Slater,Actor/Actress,United States,42.0,0.1262495270534701,0.18545454545454546
28,10,rank,Kel Mitchell,28.5,2954434,Witney Carson,Actor/Actress,United States,41.0,0.21103104522093827,0.20727272727272728
28,10,rank,Lauren Alaina,27.0,3171059,Gleb Savchenko,Singer/Rapper,United States,24.0,0.22650426282234204,0.19636363636363635
28,10,rank,Ally Brooke,29.5,2930001,Sasha Farber,Singer/Rapper,United States,26.0,0.20928583056124941,0.21454545454545454
28,10,rank,Hannah Brown,27.0,3177010,Alan Bersten,TV Personality,United States,24.0,0.22692933434200022,0.19636363636363635
28,11,rank,Kel Mitchell,29.5,2925530,Witney Carson,Actor/Actress,United States,41.0,0.20896645842377978,0.25213675213675213
28,11,rank,Lauren Alaina,28.5,3486745,Gleb Savchenko,Singer/Rapper,United States,24.0,0.24905324986474997,0.24358974358974358
28,11,rank,Ally Brooke,30.0,1172324,Sasha Farber,Singer/Rapper,United States,26.0,0.08373744053392007,0.2564102564102564
28,11,rank,Hannah Brown,29.0,6415399,Alan Bersten,TV Personality,United States,24.0,0.45824285117755015,0.24786324786324787
29,2,rank,Anne Heche,18.0,541610,Keo Motsepe,Actor/Actress,United States,51.0,0.0677012923133077,0.06593406593406594
29,2,rank,Jesse Metcalfe,20.0,540602,Sharna Burgess,Actor/Actress,United States,41.0,0.06757529223455765,0.07326007326007326
29,2,rank,Chrishell Stause,18.0,543173,Gleb Savchenko,Actor/Actress,United States,39.0,0.06789666743541714,0.06593406593406594
29,2,rank,Skai Jackson,15.0,677730,Alan Bersten,Actor/Actress,United States,18.0,0.08471630294768934,0.054945054945054944
29,2,rank,Justina Machado,21.0,541103,Sasha Farber,Actor/Actress,United States,48.0,0.06763791727369829,0.07692307692307693
29,2,rank,Charles Oakley,15.0,149894,Emma Slater,Athlete,United States,56.0,0.018736761710476068,0.054945054945054944
29,2,rank,Veron Davis,18.0,545655,Peta Murgatroyd,Athlete,United States,36.0,0.06820691762932352,0.06593406593406594
29,2,rank,Johnny Weir,18.0,544734,Britt Stewart,Athlete,United States,36.0,0.06809179255737034,0.06593406593406594
29,2,rank,Nev Schulman,21.0,541090,Jenna Johnson,Producer,United States,35.0,0.06763629227268267,0.07692307692307693
29,2,rank,AJ McLean,19.0,534767,Cheryl Burke,Singer/Rapper,United States,42.0,0.06684591677869799,0.0695970695970696
29,2,rank,Nelly,18.0,541793,Daniella Karagach,Singer/Rapper,United States,45.0,0.06772416732760458,0.06593406593406594
29,2,rank,Kaitlyn Bristowe,22.0,541207,Artem Chigvintsev,TV Personality,Canada,35.0,0.0676509172818233,0.08058608058608059
29,2,rank,Carole Baskin,16.0,603935,Pasha Pashkov,TV Personality,United States,59.0,0.07549192218245136,0.05860805860805861
29,2,rank,Monica Aldama,16.0,606393,Valentin Chmerkovskiy,TV Personality,United States,48.0,0.07579917237448273,0.05860805860805861
29,2,rank,Jeannie Mai,18.0,546309,Brandon Armstrong,TV Personality,United States,41.0,0.0682886676804173,0.06593406593406594
29,3,rank,Anne Heche,15.0,686842,Keo Motsepe,Actor/Actress,United States,51.0,0.08585532512340949,0.05338078291814947
29,3,rank,Jesse Metcalfe,20.0,594838,Sharna Burgess,Actor/Actress,United States,41.0,0.07435481506046318,0.0711743772241993
29,3,rank,Chrishell Stause,22.0,585867,Gleb Savchenko,Actor/Actress,United States,39.0,0.0732334390792592,0.07829181494661921
29,3,rank,Skai Jackson,18.0,623552,Alan Bersten,Actor/Actress,United States,18.0,0.07794406820105967,0.06405693950177936
29,3,rank,Justina Machado,19.0,604715,Sasha Farber,Actor/Actress,United States,48.0,0.075589441140761,0.06761565836298933
29,3,rank,Veron Davis,22.0,581847,Peta Murgatroyd,Athlete,United States,36.0,0.07273093863957131,0.07829181494661921
29,3,rank,Johnny Weir,24.0,586661,Britt Stewart,Athlete,United States,36.0,0.07333268916610303,0.08540925266903915
29,3,rank,Nev Schulman,24.0,587450,Jenna Johnson,Producer,United States,35.0,0.07343131425239997,0.08540925266903915
29,3,rank,AJ McLean,21.0,588424,Cheryl Burke,Singer/Rapper,United States,42.0,0.07355306435893132,0.07473309608540925
29,3,rank,Nelly,18.0,623017,Daniella Karagach,Singer/Rapper,United States,45.0,0.077877193142544,0.06405693950177936
29,3,rank,Kaitlyn Bristowe,23.0,596540,Artem Chigvintsev,TV Personality,Canada,35.0,0.07456756524661959,0.08185053380782918
29,3,rank,Carole Baskin,12.0,165930,Pasha Pashkov,TV Personality,United States,59.0,0.020741268148609632,0.042704626334519574
29,3,rank,Monica Aldama,21.0,588061,Valentin Chmerkovskiy,TV Personality,United States,48.0,0.07350768931922816,0.07473309608540925
29,3,rank,Jeannie Mai,22.0,586249,Brandon Armstrong,TV Personality,United States,41.0,0.07328118912104048,0.07829181494661921
29,4,rank,Anne Heche,21.0,124397,Keo Motsepe,Actor/Actress,United States,51.0,0.01554963860593378,0.06976744186046512
29,4,rank,Jesse Metcalfe,21.0,740994,Sharna Burgess,Actor/Actress,United States,41.0,0.09262433104628967,0.06976744186046512
29,4,rank,Chrishell Stause,22.0,654274,Gleb Savchenko,Actor/Actress,United States,39.0,0.08178432156128136,0.07308970099667775
29,4,rank,Skai Jackson,28.0,628080,Alan Bersten,Actor/Actress,United States,18.0,0.07851006869631011,0.09302325581395349
29,4,rank,Justina Machado,24.0,625846,Sasha Farber,Actor/Actress,United States,48.0,0.07823081845196614,0.07973421926910298
29,4,rank,Veron Davis,22.0,648001,Peta Murgatroyd,Athlete,United States,36.0,0.08100019587517139,0.07308970099667775
29,4,rank,Johnny Weir,24.0,616715,Britt Stewart,Athlete,United States,36.0,0.07708944245326214,0.07973421926910298
29,4,rank,Nev Schulman,24.0,618558,Jenna Johnson,Producer,United States,35.0,0.07731981765484044,0.07973421926910298
29,4,rank,AJ McLean,24.0,619759,Cheryl Burke,Singer/Rapper,United States,42.0,0.07746994278619994,0.07973421926910298
29,4,rank,Nelly,21.0,742607,Daniella Karagach,Singer/Rapper,United States,45.0,0.0928259562227117,0.06976744186046512
29,4,rank,Kaitlyn Bristowe,25.0,624151,Artem Chigvintsev,TV Personality,Canada,35.0,0.07801894326657535,0.08305647840531562
29,4,rank,Monica Aldama,24.0,620869,Valentin Chmerkovskiy,TV Personality,United States,48.0,0.07760869290760629,0.07973421926910298
29,4,rank,Jeannie Mai,21.0,735742,Brandon Armstrong,TV Personality,United States,41.0,0.09196783047185167,0.06976744186046512
29,5,rank,Jesse Metcalfe,19.0,237713,Sharna Burgess,Actor/Actress,United States,41.0,0.026412570229205682,0.06620209059233449
29,5,rank,Chrishell Stause,19.0,990901,Gleb Savchenko,Actor/Actress,United States,39.0,0.11010017227787348,0.06620209059233449
29,5,rank,Skai Jackson,24.0,771529,Alan Bersten,Actor/Actress,United States,18.0,0.08572549206971782,0.08362369337979095
29,5,rank,Justina Machado,24.0,764931,Sasha Farber,Actor/Actress,United States,48.0,0.08499238055132252,0.08362369337979095
29,5,rank,Veron Davis,21.0,904747,Peta Murgatroyd,Athlete,United States,36.0,0.10052750029305572,0.07317073170731707
29,5,rank,Johnny Weir,29.0,760083,Britt Stewart,Athlete,United States,36.0,0.08445371358539644,0.10104529616724739
29,5,rank,Nev Schulman,26.0,762730,Jenna Johnson,Producer,United States,35.0,0.0847478248599027,0.09059233449477352
29,5,rank,AJ McLean,24.0,762196,Cheryl Burke,Singer/Rapper,United States,42.0,0.08468849149360638,0.08362369337979095
29,5,rank,Nelly,24.0,763239,Daniella Karagach,Singer/Rapper,United States,45.0,0.08480438044687802,0.08362369337979095
29,5,rank,Kaitlyn Bristowe,27.0,756426,Artem Chigvintsev,TV Personality,Canada,35.0,0.08404738002632224,0.09407665505226481
29,5,rank,Monica Aldama,26.0,757985,Valentin Chmerkovskiy,TV Personality,United States,48.0,0.08422060234477909,0.09059233449477352
29,5,rank,Jeannie Mai,24.0,767515,Brandon Armstrong,TV Personality,United States,41.0,0.0852794918219399,0.08362369337979095
29,6,rank,Chrishell Stause,24.0,863592,Gleb Savchenko,Actor/Actress,United States,39.0,0.09595473063648709,0.08955223880597014
29,6,rank,Skai Jackson,18.0,1047398,Alan Bersten,Actor/Actress,United States,18.0,0.11637763314064431,0.06716417910447761
29,6,rank,Justina Machado,27.0,838210,Sasha Farber,Actor/Actress,United States,48.0,0.09313450653411547,0.10074626865671642
29,6,rank,Veron Davis,21.0,228464,Peta Murgatroyd,Athlete,United States,36.0,0.02538490581215943,0.07835820895522388
29,6,rank,Johnny Weir,22.0,959574,Britt Stewart,Athlete,United States,36.0,0.10661940441293627,0.08208955223880597
29,6,rank,Nev Schulman,26.0,843176,Jenna Johnson,Producer,United States,35.0,0.09368628467974534,0.09701492537313433
29,6,rank,AJ McLean,27.0,841479,Cheryl Burke,Singer/Rapper,United States,42.0,0.093497728998486,0.10074626865671642
29,6,rank,Nelly,24.0,866565,Daniella Karagach,Singer/Rapper,United States,45.0,0.09628506419004279,0.08955223880597014
29,6,rank,Kaitlyn Bristowe,27.0,833357,Artem Chigvintsev,TV Personality,Canada,35.0,0.09259528395241153,0.10074626865671642
29,6,rank,Monica Aldama,27.0,836135,Valentin Chmerkovskiy,TV Personality,United States,48.0,0.0929039508248561,0.10074626865671642
29,6,rank,Jeannie Mai,25.0,842044,Brandon Armstrong,TV Personality,United States,41.0,0.09356050681811566,0.09328358208955224
29,7,rank,Chrishell Stause,26.0,930761,Gleb Savchenko,Actor/Actress,United States,39.0,0.10341793485241549,0.1
29,7,rank,Skai Jackson,27.0,924640,Alan Bersten,Actor/Actress,United States,18.0,0.10273782343903264,0.10384615384615385
29,7,rank,Justina Machado,26.0,932985,Sasha Farber,Actor/Actress,United States,48.0,0.1036650460733538,0.1
29,7,rank,Johnny Weir,27.0,924777,Britt Stewart,Athlete,United States,36.0,0.10275304566802029,0.10384615384615385
29,7,rank,Nev Schulman,30.0,917813,Jenna Johnson,Producer,United States,35.0,0.10197926754634114,0.11538461538461539
29,7,rank,AJ McLean,26.0,936326,Cheryl Burke,Singer/Rapper,United States,42.0,0.10403626846056375,0.1
29,7,rank,Nelly,27.0,923686,Daniella Karagach,Singer/Rapper,United States,45.0,0.1026318233919215,0.10384615384615385
29,7,rank,Kaitlyn Bristowe,24.0,1123758,Artem Chigvintsev,TV Personality,Canada,35.0,0.12486205549424689,0.09230769230769231
29,7,rank,Monica Aldama,22.0,344903,Valentin Chmerkovskiy,TV Personality,United States,48.0,0.038322572587810036,0.08461538461538462
29,7,rank,Jeannie Mai,25.0,1040347,Brandon Armstrong,TV Personality,United States,41.0,0.11559416248629444,0.09615384615384616
29,8,rank,Chrishell Stause,27.0,228942,Gleb Savchenko,Actor/Actress,United States,39.0,0.025438014132230072,0.12162184076007344
29,8,rank,Skai Jackson,26.9998,1484853,Alan Bersten,Actor/Actress,United States,18.0,0.16498375832431017,0.1216209398575493
29,8,rank,Justina Machado,28.9998,1060303,Sasha Farber,Actor/Actress,United States,48.0,0.11781150989528327,0.13062996509903624
29,8,rank,Johnny Weir,30.0,1072489,Britt Stewart,Athlete,United States,36.0,0.11916551064750591,0.13513537862230382
29,8,rank,Nev Schulman,30.0,1075802,Jenna Johnson,Producer,United States,35.0,0.11953362196312331,0.13513537862230382
29,8,rank,AJ McLean,27.0,1236761,Cheryl Burke,Singer/Rapper,United States,42.0,0.1374179652322029,0.12162184076007344
29,8,rank,Nelly,24.0,1741004,Daniella Karagach,Singer/Rapper,United States,45.0,0.19344499635833132,0.10810830289784307
29,8,rank,Kaitlyn Bristowe,28.0,1099841,Artem Chigvintsev,TV Personality,Canada,35.0,0.12220462344701302,0.1261263533808169
29,9,rank,Skai Jackson,28.9998,1324444,Alan Bersten,Actor/Actress,United States,18.0,0.1471605098491155,0.15025865392188154
29,9,rank,Justina Machado,25.9998,1500559,Sasha Farber,Actor/Actress,United States,48.0,0.16672885187948971,0.13471454803957736
29,9,rank,Johnny Weir,30.0,1307532,Britt Stewart,Athlete,United States,36.0,0.1452813979028435,0.15544105882304174
29,9,rank,Nev Schulman,28.9998,1333441,Jenna Johnson,Producer,United States,35.0,0.14816017696007866,0.15025865392188154
29,9,rank,AJ McLean,24.9998,460319,Cheryl Burke,Singer/Rapper,United States,42.0,0.05114657828736813,0.12953317941214265
29,9,rank,Nelly,24.0,1750346,Daniella Karagach,Singer/Rapper,United States,45.0,0.1944829753257668,0.1243528470584334
29,9,rank,Kaitlyn Bristowe,30.0,1323355,Artem Chigvintsev,TV Personality,Canada,35.0,0.1470395097953377,0.15544105882304174
29,10,rank,Skai Jackson,28.5,501816,Alan Bersten,Actor/Actress,United States,18.0,0.05575733952859328,0.16379310344827586
29,10,rank,Justina Machado,29.0,1723339,Sasha Farber,Actor/Actress,United States,48.0,0.1914821323869036,0.16666666666666666
29,10,rank,Johnny Weir,28.5,523713,Britt Stewart,Athlete,United States,36.0,0.05819033979892665,0.16379310344827586
29,10,rank,Nev Schulman,30.0,1503770,Jenna Johnson,Producer,United States,35.0,0.16708557412061933,0.1724137931034483
29,10,rank,Nelly,28.0,3259896,Daniella Karagach,Singer/Rapper,United States,45.0,0.3622107069123008,0.16091954022988506
29,10,rank,Kaitlyn Bristowe,30.0,1487465,Artem Chigvintsev,TV Personality,Canada,35.0,0.16527390725265637,0.1724137931034483
29,11,rank,Justina Machado,30.0,884740,Sasha Farber,Actor/Actress,United States,48.0,0.06319572331367476,0.25316455696202533
29,11,rank,Nev Schulman,30.0,2031106,Jenna Johnson,Producer,United States,35.0,0.14507902072557438,0.25316455696202533
29,11,rank,Nelly,28.5,7272216,Daniella Karagach,Singer/Rapper,United States,45.0,0.5194440742062963,0.24050632911392406
29,11,rank,Kaitlyn Bristowe,30.0,3811936,Artem Chigvintsev,TV Personality,Canada,35.0,0.27228118175445454,0.25316455696202533
30,2,rank,Martin Kove,15.0,153280,Britt Stewart,Actor/Actress,United States,75.0,0.019160016765014668,0.03896103896103896
30,2,rank,Brian Austin Green,23.0,607669,Sharna Burgess,Actor/Actress,United States,48.0,0.07595869146385503,0.05974025974025974
30,2,rank,Melora Hardin,27.0,543544,Artem Chigvintsev,Actor/Actress,United States,54.0,0.06794305945017702,0.07012987012987013
30,2,rank,Matt James,22.0,642418,Lindsay Arnold,Athlete,United States,29.0,0.08030232026453023,0.05714285714285714
30,2,rank,"Mike ""The Miz"" Mizanin",26.0,546953,Witney Carson,Athlete,United States,40.0,0.06836918482303672,0.06753246753246753
30,2,rank,Suni Lee,28.0,546838,Sasha Farber,Athlete,United States,18.0,0.06835480981045858,0.07272727272727272
30,2,rank,Iman Shumpert,25.0,549078,Daniella Karagach,Athlete,United States,31.0,0.0686348100554588,0.06493506493506493
30,2,rank,Cody Rigsby,24.0,560591,Cheryl Burke,Fitness Instructor,United States,34.0,0.07007393631469427,0.06233766233766234
30,2,rank,Melanie C,30.0,548271,Gleb Savchenko,Singer/Rapper,England,47.0,0.0685339349671931,0.07792207792207792
30,2,rank,Jimmie Allen,27.0,544195,Emma Slater,Singer/Rapper,United States,36.0,0.06802443452138021,0.07012987012987013
30,2,rank,Olivia Jade,27.0,545176,Valentin Chmerkovskiy,Social Media Personality,United States,21.0,0.06814705962867718,0.07012987012987013
30,2,rank,JoJo Siwa,31.0,545813,Jenna Johnson,Social Media Personality,United States,18.0,0.06822668469834911,0.08051948051948052
30,2,rank,Christine Chiu,24.0,558931,Pasha Pashkov,TV Personality,Taiwan China,38.0,0.06986643613313162,0.06233766233766234
30,2,rank,Kenya Moore,24.0,557707,Brandon Armstrong,TV Personality,United States,50.0,0.0697134359992565,0.06233766233766234
30,2,rank,Amanda Kloots,32.0,549529,Alan Bersten,TV Personality,United States,39.0,0.06869118510478697,0.08311688311688312
30,3,rank,Brian Austin Green,19.0,829709,Sharna Burgess,Actor/Actress,United States,48.0,0.10371370278527708,0.06375838926174497
30,3,rank,Melora Hardin,23.0,481058,Artem Chigvintsev,Actor/Actress,United States,54.0,0.06013229509922133,0.07718120805369127
30,3,rank,Matt James,20.0,654277,Lindsay Arnold,Athlete,United States,29.0,0.08178468633851475,0.06711409395973154
30,3,rank,"Mike ""The Miz"" Mizanin",22.0,510110,Witney Carson,Athlete,United States,40.0,0.06376379782284837,0.0738255033557047
30,3,rank,Suni Lee,21.0,526229,Sasha Farber,Athlete,United States,18.0,0.06577867433400575,0.07046979865771812
30,3,rank,Iman Shumpert,19.0,828641,Daniella Karagach,Athlete,United States,31.0,0.10358020268515201,0.06375838926174497
30,3,rank,Cody Rigsby,18.0,979072,Cheryl Burke,Fitness Instructor,United States,34.0,0.12238409178806885,0.06040268456375839
30,3,rank,Melanie C,22.0,494205,Gleb Savchenko,Singer/Rapper,England,47.0,0.0617756713317535,0.0738255033557047
30,3,rank,Jimmie Allen,20.0,679300,Emma Slater,Singer/Rapper,United States,36.0,0.08491256368442276,0.06711409395973154
30,3,rank,Olivia Jade,24.0,478293,Valentin Chmerkovskiy,Social Media Personality,United States,21.0,0.05978666984000238,0.08053691275167785
30,3,rank,JoJo Siwa,24.0,489416,Jenna Johnson,Social Media Personality,United States,18.0,0.061177045882784414,0.08053691275167785
30,3,rank,Christine Chiu,21.0,58990,Pasha Pashkov,TV Personality,Taiwan China,38.0,0.007373755530316647,0.07046979865771812
30,3,rank,Kenya Moore,21.0,502288,Brandon Armstrong,TV Personality,United States,50.0,0.06278604708953532,0.07046979865771812
30,3,rank,Amanda Kloots,24.0,488406,Alan Bersten,TV Personality,United States,39.0,0.06105079578809684,0.08053691275167785
30,4,rank,Brian Austin Green,26.0,217417,Sharna Burgess,Actor/Actress,United States,48.0,0.027177125,0.06235011990407674
30,4,rank,Melora Hardin,36.5,639086,Artem Chigvintsev,Actor/Actress,United States,54.0,0.07988575,0.08752997601918465
30,4,rank,Matt James,28.5,175361,Lindsay Arnold,Athlete,United States,29.0,0.021920125,0.0683453237410072
30,4,rank,"Mike ""The Miz"" Mizanin",32.5,671507,Witney Carson,Athlete,United States,40.0,0.083938375,0.07793764988009592
30,4,rank,Suni Lee,34.0,641407,Sasha Farber,Athlete,United States,18.0,0.080175875,0.0815347721822542
30,4,rank,Iman Shumpert,31.5,743718,Daniella Karagach,Athlete,United States,31.0,0.09296475,0.07553956834532374
30,4,rank,Cody Rigsby,29.0,858439,Cheryl Burke,Fitness Instructor,United States,34.0,0.107304875,0.06954436450839328
30,4,rank,Melanie C,33.0,648222,Gleb Savchenko,Singer/Rapper,England,47.0,0.08102775,0.07913669064748201
30,4,rank,Jimmie Allen,32.5,677430,Emma Slater,Singer/Rapper,United States,36.0,0.08467875,0.07793764988009592
30,4,rank,Olivia Jade,35.0,639145,Valentin Chmerkovskiy,Social Media Personality,United States,21.0,0.079893125,0.08393285371702638
30,4,rank,JoJo Siwa,35.0,636600,Jenna Johnson,Social Media Personality,United States,18.0,0.079575,0.08393285371702638
30,4,rank,Kenya Moore,29.5,805745,Brandon Armstrong,TV Personality,United States,50.0,0.100718125,0.07074340527577938
30,4,rank,Amanda Kloots,34.0,645923,Alan Bersten,TV Personality,United States,39.0,0.080740375,0.0815347721822542
30,5,rank,Melora Hardin,36.0,578539,Artem Chigvintsev,Actor/Actress,United States,54.0,0.0642821468234149,0.09350649350649351
30,5,rank,"Mike ""The Miz"" Mizanin",32.0,1333967,Witney Carson,Athlete,United States,40.0,0.14821863789924328,0.08311688311688312
